"keyID","languageID","text"
87710,ru,Workforce Mecha-Tooling 1
87710,de,Workforce Mecha-Tooling 1
87710,en,Workforce Mecha-Tooling 1
87710,zh,劳动力机械工具1
87710,ja,労働者向けメカツール1
87709,ko,메가사이트 탐사 시설 III
87709,es,Matriz de prospección de megacita 3
87709,en,Megacyte Prospecting Array 3
87709,ru,Megacyte Prospecting Array 3
87709,de,Megacyte Prospecting Array 3
87709,fr,Module de prospection de mégacyte 3
87709,ja,メガサイト探査施設3
87709,zh,超噬矿勘探阵列3
87708,ko,자이드라인 탐사 시설 III
87708,es,Matriz de prospección de zidrina 3
87708,fr,Module de prospection de zydrine 3
87708,de,Zydrine Prospecting Array 3
87708,ru,Zydrine Prospecting Array 3
87708,en,Zydrine Prospecting Array 3
87708,ja,ザイドリン探査施設3
87708,zh,晶状石英核岩勘探阵列3
87707,ko,녹시움 탐사 시설 III
87707,es,Matriz de prospección de nocxium 3
87707,fr,Module de prospection de nocxium 3
87707,en,Nocxium Prospecting Array 3
87707,ru,Nocxium Prospecting Array 3
87707,de,Nocxium Prospecting Array 3
87707,ja,ノキシウム探査施設3
87707,zh,超新星诺克石勘探阵列3
87706,ko,이소젠 탐사 시설 III
87706,ru,Isogen Prospecting Array 3
87706,de,Isogen Prospecting Array 3
87706,en,Isogen Prospecting Array 3
87706,es,Matriz de prospección de isogen 3
87706,fr,Module de prospection d'isogène 3
87706,ja,アイソゲン探査施設3
87706,zh,同位聚合体勘探阵列3
87705,ko,멕살론 탐사 시설 III
87705,es,Matriz de prospección de mexalón 3
87705,ru,Mexallon Prospecting Array 3
87705,en,Mexallon Prospecting Array 3
87705,de,Mexallon Prospecting Array 3
87705,fr,Module de prospection de mexallon 3
87705,ja,メクサロン探査施設3
87705,zh,类银超金属勘探阵列3
87704,ko,파이어라이트 탐사 시설 III
87704,es,Matriz de prospección de pierita 3
87704,fr,Module de prospection de pyérite 3
87704,de,Pyerite Prospecting Array 3
87704,en,Pyerite Prospecting Array 3
87704,ru,Pyerite Prospecting Array 3
87704,ja,パイライト探査施設3
87704,zh,类晶体胶矿勘探阵列3
87703,es,División de control de potencia 1
87703,fr,Division de surveillance énergétique 1
87703,ko,전력 관리 시설 I
87703,ru,Power Monitoring Division 1
87703,de,Power Monitoring Division 1
87703,en,Power Monitoring Division 1
87703,zh,电力监控部门1
87703,ja,発電監視部門1
87702,ko,트리타늄 탐사 시설 III
87702,es,Matriz de prospección de tritanio 3
87702,fr,Module de prospection de tritanium 3
87702,ru,Tritanium Prospecting Array 3
87702,de,Tritanium Prospecting Array 3
87702,en,Tritanium Prospecting Array 3
87702,ja,トリタニウム探査施設3
87702,zh,三钛合金勘探阵列3
87614,ko,영광의 교환
87614,fr,Échange de glorification
87614,ru,Glorification Exchange
87614,de,Glorification Exchange
87614,en,Glorification Exchange
87614,es,Intercambio de glorificación
87614,ja,栄誉のやり取り
87614,zh,荣耀兑换处
87613,ko,미노스 티라노스
87613,de,Mynos Tyrannos
87613,ru,Mynos Tyrannos
87613,fr,Mynos Tyrannos
87613,en,Mynos Tyrannos
87613,es,Mynos Tyrannos
87613,ja,ミノス・ティラノス
87613,zh,专制者米诺斯
87612,ko,라돈 티라노스
87612,en,Ladon Tyrannos
87612,de,Ladon Tyrannos
87612,ru,Ladon Tyrannos
87612,es,Ladon Tyrannos
87612,fr,Ladon Tyrannos
87612,ja,ラドン・ティラノス
87612,zh,专制者拉冬
87579,fr,Booster Glamourex puissant du Jour des Capsuliers XXII
87579,en,Expired Potent Capsuleer Day XXII Glamourex Booster
87579,es,Potenciador Glamourex potente del XXII Día de los Capsulistas
87579,de,Potent Capsuleer Day XXII Glamourex Booster
87579,ru,Potent Capsuleer Day XXII Glamourex Booster
87579,ko,포텐트 캡슐리어의 날 XXII 글래모렉스 부스터
87579,ja,強力カプセラデーXXII・グラモウレックスブースター
87579,zh,强效型克隆飞行员之日XXII魅惑增效剂
87578,fr,Booster Glamourex prolongé du Jour des Capsuliers XXII
87578,en,Expired Extended Capsuleer Day XXII Glamourex Booster
87578,ru,Extended Capsuleer Day XXII Glamourex Booster
87578,de,Extended Capsuleer Day XXII Glamourex Booster
87578,es,Potenciador Glamourex extendido del XXII Día de los Capsulistas
87578,ko,익스텐드 캡슐리어의 날 XXII 글래모렉스 부스터
87578,zh,延展型克隆飞行员之日XXII魅惑增效剂
87578,ja,拡張カプセラデーXXII・グラモウレックスブースター
87577,ru,Basic Capsuleer Day XXII Glamourex Booster
87577,de,Basic Capsuleer Day XXII Glamourex Booster
87577,fr,Booster Glamourex basique du Jour des Capsuliers XXII
87577,en,Expired Basic Capsuleer Day XXII Glamourex Booster
87577,es,Potenciador Glamourex básico del XXII Día de los Capsulistas
87577,ko,기본 캡슐리어의 날 XXII 글래모렉스 부스터
87577,ja,基本カプセラデーXXII・グラモウレックスブースター
87577,zh,基础型克隆飞行员之日XXII魅惑增效剂
87576,fr,Accélérateur cérébral puissant du Jour des Capsuliers XXII
87576,es,Acelerador cerebral potente del XXII Día de los Capsulistas
87576,en,Expired Potent Capsuleer Day XXII Cerebral Accelerator
87576,ru,Potent Capsuleer Day XXII Cerebral Accelerator
87576,de,Potent Capsuleer Day XXII Cerebral Accelerator
87576,ko,포텐트 캡슐리어의 날 XXII 대뇌가속기
87576,ja,強力カプセラデーXXII大脳アクセラレーター
87576,zh,强效型克隆飞行员之日XXII大脑加速器
87575,fr,Accélérateur cérébral prolongé du Jour des Capsuliers XXII
87575,es,Acelerador cerebral extendido del XXII Día de los Capsulistas
87575,en,Expired Extended Capsuleer Day XXII Cerebral Accelerator
87575,ru,Extended Capsuleer Day XXII Cerebral Accelerator
87575,de,Extended Capsuleer Day XXII Cerebral Accelerator
87575,ko,익스텐드 캡슐리어의 날 XXII 대뇌가속기
87575,zh,延展型克隆飞行员之日XXII大脑加速器
87575,ja,拡張カプセラデーXXII大脳アクセラレーター
87574,fr,Accélérateur cérébral basique du Jour des Capsuliers XXII
87574,es,Acelerador cerebral básico del XXII Día de los Capsulistas
87574,ru,Basic Capsuleer Day XXII Cerebral Accelerator
87574,de,Basic Capsuleer Day XXII Cerebral Accelerator
87574,en,Expired Basic Capsuleer Day XXII Cerebral Accelerator
87574,ko,기본 캡슐리어의 날 XXII 대뇌가속기
87574,ja,基本カプセラデーXXII大脳アクセラレーター
87574,zh,基础型克隆飞行员之日XXII大脑加速器
87573,ko,남성용 '침공 분쇄자' 드리프터 플러그슈트
87573,fr,Combinaison connectique drifter « Crisis Breaker » pour homme
87573,ru,"Men's ""Crisis Breaker"" Drifter Plugsuit"
87573,en,"Men's ""Crisis Breaker"" Drifter Plugsuit"
87573,de,"Men's ""Crisis Breaker"" Drifter Plugsuit"
87573,es,Traje neural drifter «Quebrantador de la Crisis» para hombre
87573,ja,メンズ・ドリフター製プラグスーツ『クライシス・ブレーカー』
87573,zh,男式“危机扰断者”流浪者作战服
87572,ko,여성용 '침공 분쇄자' 드리프터 플러그슈트
87572,fr,Combinaison connectique drifter « Crisis Breaker » pour femme
87572,es,Traje neural drifter «Quebrantador de la Crisis» para mujer
87572,de,"Women's ""Crisis Breaker"" Drifter Plugsuit"
87572,en,"Women's ""Crisis Breaker"" Drifter Plugsuit"
87572,ru,"Women's ""Crisis Breaker"" Drifter Plugsuit"
87572,ja,レディース・ドリフター製プラグスーツ『クライシス・ブレーカー』
87572,zh,女式“危机扰断者”流浪者作战服
87569,en,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,es,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,ko,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,de,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,zh,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,fr,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,ru,FinalBattleLowTierSentryTower(DO NOT TRANSLATE)
87569,ja,FinalBattleLowTierSentryTower(DO NOT TRANSLATE) 
87562,es,Extractor minero de núcleo profundo de ORE
87562,fr,Laser d'extraction intensive en profondeur ORE
87562,ko,ORE 딥코어 가속 채굴기
87562,ru,ORE Deep Core Strip Miner
87562,de,ORE Deep Core Strip Miner
87562,en,ORE Deep Core Strip Miner
87562,ja,OREディープコアストリップマイナー
87562,zh,外太空联合矿业集团深层地核露天采矿器
87526,de,Legion Khanid Cyber Knight SKIN
87526,en,Legion Khanid Cyber Knight SKIN
87526,ru,Legion Khanid Cyber Knight SKIN
87526,ko,레기온 '카니드 사이버 나이트' SKIN
87526,es,SKIN de Cibercaballero Khanid para la Legion
87526,fr,"SKIN Legion, édition Cyber chevalier khanid"
87526,ja,レギオン用クーニッド・サイバー騎士SKIN
87526,zh,圣卒级卡尼迪网络骑士涂装
87525,de,Confessor Khanid Cyber Knight SKIN
87525,ru,Confessor Khanid Cyber Knight SKIN
87525,en,Confessor Khanid Cyber Knight SKIN
87525,ko,컨페서 '카니드 사이버 나이트' SKIN
87525,fr,"SKIN Confessor, édition Cyber chevalier khanid"
87525,es,SKIN de Cibercaballero Khanid para la Confessor
87525,ja,コンフェッサー用クーニッド・サイバー騎士SKIN
87525,zh,忏悔者级卡尼迪网络骑士涂装
87524,ru,Pontifex Khanid Cyber Knight SKIN
87524,de,Pontifex Khanid Cyber Knight SKIN
87524,en,Pontifex Khanid Cyber Knight SKIN
87524,ko,폰티펙스 '카니드 사이버 나이트' SKIN
87524,es,SKIN de Cibercaballero Khanid para la Pontifex
87524,fr,"SKIN Pontifex, édition Cyber chevalier khanid"
87524,ja,ポンティフェックス用クーニッド・サイバー騎士SKIN
87524,zh,教皇级卡尼迪网络骑士涂装
87523,en,Deacon Khanid Cyber Knight SKIN
87523,de,Deacon Khanid Cyber Knight SKIN
87523,ru,Deacon Khanid Cyber Knight SKIN
87523,ko,디콘 '카니드 사이버 나이트' SKIN
87523,fr,"SKIN Deacon, édition Cyber chevalier khanid"
87523,es,SKIN de Cibercaballero Khanid para la Deacon
87523,ja,ディーコン用クーニッド・サイバー騎士SKIN
87523,zh,执事级卡尼迪网络骑士涂装
87522,de,Sentinel Khanid Cyber Knight SKIN
87522,ru,Sentinel Khanid Cyber Knight SKIN
87522,en,Sentinel Khanid Cyber Knight SKIN
87522,ko,센티넬 '카니드 사이버 나이트' SKIN
87522,es,SKIN de Cibercaballero Khanid para la Sentinel
87522,fr,"SKIN Sentinel, édition Cyber chevalier khanid"
87522,ja,センチネル用クーニッド・サイバー騎士SKIN
87522,zh,哨兵级卡尼迪网络骑士涂装
87521,ru,Purifier Khanid Cyber Knight SKIN
87521,de,Purifier Khanid Cyber Knight SKIN
87521,en,Purifier Khanid Cyber Knight SKIN
87521,ko,퓨리파이어 '카니드 사이버 나이트' SKIN
87521,es,SKIN de Cibercaballero Khanid para la Purifier
87521,fr,"SKIN Purifier, édition Cyber chevalier khanid"
87521,ja,ピュリファイヤー用クーニッド・サイバー騎士SKIN
87521,zh,净化级卡尼迪网络骑士涂装
87520,de,Providence Khanid Cyber Knight SKIN
87520,en,Providence Khanid Cyber Knight SKIN
87520,ru,Providence Khanid Cyber Knight SKIN
87520,ko,프로비던스 '카니드 사이버 나이트' SKIN
87520,es,SKIN de Cibercaballero Khanid para la Providence
87520,fr,"SKIN Providence, édition Cyber chevalier khanid"
87520,ja,プロビデンス用クーニッド・サイバー騎士SKIN
87520,zh,普罗维登斯级卡尼迪网络骑士涂装
87519,de,Redeemer Khanid Cyber Knight SKIN
87519,ru,Redeemer Khanid Cyber Knight SKIN
87519,en,Redeemer Khanid Cyber Knight SKIN
87519,ko,리디머 '카니드 사이버 나이트' SKIN
87519,es,SKIN de Cibercaballero Khanid para la Redeemer
87519,fr,"SKIN Redeemer, édition Cyber chevalier khanid"
87519,ja,リディーマー用クーニッド・サイバー騎士SKIN
87519,zh,救世级卡尼迪网络骑士涂装
87517,en,Rook State Police SKIN
87517,ru,Rook State Police SKIN
87517,de,Rook State Police SKIN
87517,ko,룩 '연합 경찰국' SKIN
87517,es,SKIN de Policía del Estado para la Rook
87517,fr,"SKIN Rook, édition Police de l'État"
87517,ja,ルーク連合警察SKIN
87517,zh,白嘴鸦级合众国警察涂装
87516,en,Falcon State Police SKIN
87516,de,Falcon State Police SKIN
87516,ru,Falcon State Police SKIN
87516,ko,팔콘 '연합 경찰국' SKIN
87516,es,SKIN de Policía del Estado para la Falcon
87516,fr,"SKIN Falcon, édition Police de l'État"
87516,ja,ファルコン連合警察SKIN
87516,zh,战隼级合众国警察涂装
87515,de,Basilisk State Police SKIN
87515,ru,Basilisk State Police SKIN
87515,en,Basilisk State Police SKIN
87515,ko,바실리스크 '연합 경찰국' SKIN
87515,fr,"SKIN Basilisk, édition Police de l'État"
87515,es,SKIN de Policía del Estado para la Basilisk
87515,ja,バシリスク連合警察SKIN
87515,zh,皇冠蜥级合众国警察涂装
87514,ko,쓰레셔 '공화국 경찰대' SKIN
87514,es,SKIN de Policía de la República para la Thrasher
87514,fr,"SKIN Thrasher, édition Police de la République"
87514,ru,Thrasher Republic Police SKIN
87514,de,Thrasher Republic Police SKIN
87514,en,Thrasher Republic Police SKIN
87514,ja,シュラッシャー共和国警察SKIN
87514,zh,长尾鲛级共和警察涂装
87513,ko,배가본드 '공화국 경찰대' SKIN
87513,es,SKIN de Policía de la República para la Vagabond
87513,fr,"SKIN Vagabond, édition Police de la République"
87513,de,Vagabond Republic Police SKIN
87513,ru,Vagabond Republic Police SKIN
87513,en,Vagabond Republic Police SKIN
87513,ja,バガボンド共和国警察SKIN
87513,zh,流浪级共和警察涂装
87512,de,Hound Republic Police SKIN
87512,ru,Hound Republic Police SKIN
87512,en,Hound Republic Police SKIN
87512,ko,하운드 '공화국 경찰대' SKIN
87512,es,SKIN de Policía de la República para la Hound
87512,fr,"SKIN Hound, édition Police de la République"
87512,ja,ハウンド共和国警察SKIN
87512,zh,猎犬级共和警察涂装
87511,ru,Sabre Republic Police SKIN
87511,de,Sabre Republic Police SKIN
87511,en,Sabre Republic Police SKIN
87511,ko,세이버 '공화국 경찰대' SKIN
87511,es,SKIN de Policía de la República para la Sabre
87511,fr,"SKIN Sabre, édition Police de la République"
87511,ja,セイバー共和国警察SKIN
87511,zh,剑齿虎级共和警察涂装
87510,ru,Panther Republic Police SKIN
87510,en,Panther Republic Police SKIN
87510,de,Panther Republic Police SKIN
87510,ko,팬서 '공화국 경찰대' SKIN
87510,es,SKIN de Policía de la República para la Panther
87510,fr,"SKIN Panther, édition Police de la République"
87510,ja,パンサー共和国警察SKIN
87510,zh,黑豹级共和警察涂装
87509,en,Catalyst Federal Police SKIN
87509,de,Catalyst Federal Police SKIN
87509,ru,Catalyst Federal Police SKIN
87509,ko,카탈리스트 '연방 경찰' SKIN
87509,fr,"SKIN Catalyst, édition Police fédérale"
87509,es,SKIN de Policía Federal para la Catalyst
87509,ja,カタリスト連邦警察SKIN
87509,zh,促进级联邦警察涂装
87508,en,Oneiros Federal Police SKIN
87508,de,Oneiros Federal Police SKIN
87508,ru,Oneiros Federal Police SKIN
87508,ko,오네이로스 '연방 경찰' SKIN
87508,es,SKIN de Policía Federal para la Oneiros
87508,fr,"SKIN Oneiros, édition Police fédérale"
87508,ja,オネイロス連邦警察SKIN
87508,zh,奥内罗斯级联邦警察涂装
87507,en,Coercer Imperial Police SKIN
87507,ru,Coercer Imperial Police SKIN
87507,de,Coercer Imperial Police SKIN
87507,ko,코얼서 '제국 감찰단' SKIN
87507,fr,"SKIN Coercer, édition Police impériale"
87507,es,SKIN de Policía Imperial para la Coercer
87507,ja,コウアーサー帝国警察SKIN
87507,zh,强制者级帝国警察涂装
87506,en,Purifier Imperial Police SKIN
87506,de,Purifier Imperial Police SKIN
87506,ru,Purifier Imperial Police SKIN
87506,ko,퓨리파이어 '제국 감찰단' SKIN
87506,es,SKIN de Policía Imperial para la Purifier
87506,fr,"SKIN Purifier, édition Police impériale"
87506,ja,ピュリファイヤー帝国警察SKIN
87506,zh,净化级帝国警察涂装
87505,en,Heretic Imperial Police SKIN
87505,de,Heretic Imperial Police SKIN
87505,ru,Heretic Imperial Police SKIN
87505,ko,헤레틱 '제국 감찰단' SKIN
87505,es,SKIN de Policía Imperial para la Heretic
87505,fr,"SKIN Heretic, édition Police impériale"
87505,ja,ヘレティック帝国警察SKIN
87505,zh,异端级帝国警察涂装
87504,en,Paladin Imperial Police SKIN
87504,de,Paladin Imperial Police SKIN
87504,ru,Paladin Imperial Police SKIN
87504,ko,팔라딘 '제국 감찰단' SKIN
87504,es,SKIN de Policía Imperial para la Paladin
87504,fr,"SKIN Paladin, édition Police impériale"
87504,ja,パラディン帝国警察SKIN
87504,zh,帕拉丁级帝国警察涂装
87500,ko,산업가
87500,es,Industrial
87500,en,Industrialist
87500,ru,Industrialist
87500,de,Industrialist
87500,fr,Industriel
87500,ja,インダストリアリスト
87500,zh,工业家
87496,ko,탐험가
87496,es,Explorador
87496,fr,Explorateur
87496,ru,Explorer
87496,en,Explorer
87496,de,Explorer
87496,ja,探検家
87496,zh,探险家
87494,ko,용병
87494,fr,Mercenaire
87494,es,Mercenario
87494,de,Soldier of Fortune
87494,en,Soldier of Fortune
87494,ru,Soldier of Fortune
87494,ja,ソルジャーオブフォーチュン
87494,zh,自由战士
87493,ru,Dominix Navy Issue Zydrine Burn SKIN
87493,en,Dominix Navy Issue Zydrine Burn SKIN
87493,de,Dominix Navy Issue Zydrine Burn SKIN
87493,ko,도미닉스 해군 에디션 '자이드라인 번' SKIN
87493,es,SKIN de Quemadura de Zidrina para la Dominix modelo de la Armada
87493,fr,"SKIN Dominix Navy Issue, édition Brûlure de zydrine"
87493,ja,ドミニックス海軍仕様用ザイドリンバーンSKIN
87493,zh,多米尼克斯级海军型晶核特醇涂装
87492,ko,집행관
87492,es,Ejecutor
87492,ru,Enforcer
87492,de,Enforcer
87492,en,Enforcer
87492,fr,Exécuteur
87492,ja,エンフォーサー
87492,zh,执法者
87469,ru,Brutix Navy Issue Zydrine Burn SKIN
87469,de,Brutix Navy Issue Zydrine Burn SKIN
87469,en,Brutix Navy Issue Zydrine Burn SKIN
87469,ko,브루틱스 해군 에디션 '자이드라인 번' SKIN
87469,fr,"SKIN Brutix Navy Issue, édition Brûlure de zydrine"
87469,es,SKIN de Quemadura de Zidrina para la Brutix modelo de la Armada
87469,ja,ブルティクス海軍仕様ザイドリンバーンSKIN
87469,zh,布鲁提克斯级海军型晶核特醇涂装
87465,ko,탈리아 '자이드라인 번' SKIN
87465,es,SKIN de Quemadura de Zidrina para la Thalia
87465,fr,"SKIN Thalia, édition Brûlure de zydrine"
87465,ru,Thalia Zydrine Burn SKIN
87465,en,Thalia Zydrine Burn SKIN
87465,de,Thalia Zydrine Burn SKIN
87465,ja,タリア用ザイドリンバーンSKIN
87465,zh,塔利亚级晶核特醇涂装
87464,de,Drake Navy Issue Zydrine Burn SKIN
87464,ru,Drake Navy Issue Zydrine Burn SKIN
87464,en,Drake Navy Issue Zydrine Burn SKIN
87464,ko,드레이크 해군 에디션 '자이드라인 번' SKIN
87464,es,SKIN de Quemadura de Zidrina para la Drake modelo de la Armada
87464,fr,"SKIN Drake Navy Issue, édition Brûlure de zydrine"
87464,ja,ドレイク海軍仕様用ザイドリンバーンSKIN
87464,zh,幼龙级海军型晶核特醇涂装
87461,ru,Cyclone Fleet Issue Zydrine Burn SKIN
87461,en,Cyclone Fleet Issue Zydrine Burn SKIN
87461,de,Cyclone Fleet Issue Zydrine Burn SKIN
87461,ko,사이클론 함대 에디션 '자이드라인 번' SKIN
87461,fr,"SKIN Cyclone Fleet Issue, édition Brûlure de zydrine"
87461,es,SKIN de Quemadura de Zidrina para la Cyclone modelo de la Flota
87461,ja,サイクロン海軍仕様用ザイドリンバーンSKIN
87461,zh,飓风级舰队型晶核特醇涂装
87460,de,Hyena Zydrine Burn SKIN
87460,en,Hyena Zydrine Burn SKIN
87460,ru,Hyena Zydrine Burn SKIN
87460,ko,하이에나 '자이드라인 번' SKIN
87460,es,SKIN de Quemadura de Zidrina para la Hyena
87460,fr,"SKIN Hyena, édition Brûlure de zydrine"
87460,ja,ハイエナ用ザイドリンバーンSKIN
87460,zh,土狼级晶核特醇涂装
87459,ko,톨로스 '자이드라인 번' SKIN
87459,es,SKIN de Quemadura de Zidrina para la Tholos
87459,fr,"SKIN Tholos, édition Brûlure de zydrine"
87459,en,Tholos Zydrine Burn SKIN
87459,ru,Tholos Zydrine Burn SKIN
87459,de,Tholos Zydrine Burn SKIN
87459,ja,トロス用ザイドリンバーンSKIN
87459,zh,穹顶级晶核特醇涂装
87444,es,Control de calidad de prototipo de módulo de asedio
87444,fr,Module de siège prototype QA
87444,ko,QA 프로토타입 시즈 모듈
87444,en,QA Prototype Siege Module
87444,de,QA Prototype Siege Module
87444,ru,QA Prototype Siege Module
87444,ja,QAプロトタイプ・シージモジュール
87444,zh,QA原型会战装备
87397,ko,유토피아 사가리스
87397,es,Sagaris utópica
87397,fr,Sagaris utopique
87397,en,Utopian Sagaris
87397,de,Utopian Sagaris
87397,ru,Utopian Sagaris
87397,ja,ユートピアン・サガリス
87397,zh,战斧级空想家
87381,ko,살라티엘
87381,es,Sarathiel
87381,fr,Sarathiel
87381,en,Sarathiel
87381,ru,Sarathiel
87381,de,Sarathiel
87381,ja,サラティエル
87381,zh,萨拉希尔
87328,ko,해군 스캔 거리 측정기 블루프린트
87328,ru,Navy Scan Rangefinding Array Blueprint
87328,de,Navy Scan Rangefinding Array Blueprint
87328,en,Navy Scan Rangefinding Array Blueprint
87328,fr,Plan de construction Module de détection de portée par balayage Navy
87328,es,Plano de matriz de telemetría de escaneo de Armada
87328,zh,海军扫描测距阵列蓝图
87328,ja,海軍製スキャン距離測定アレイ設計図
87327,ko,해군 정밀 스캔 장치 블루프린트
87327,ru,Navy Scan Acquisition Array Blueprint
87327,en,Navy Scan Acquisition Array Blueprint
87327,de,Navy Scan Acquisition Array Blueprint
87327,fr,Plan de construction Module d'acquisition par balayage Navy
87327,es,Plano de batería de adquisición de escaneo de Armada
87327,zh,海军扫描精准阵列蓝图
87327,ja,海軍製スキャン捕捉アレイ設計図
87326,ko,해군 위치 탐지기 블루프린트
87326,de,Navy Scan Pinpointing Array Blueprint
87326,ru,Navy Scan Pinpointing Array Blueprint
87326,en,Navy Scan Pinpointing Array Blueprint
87326,fr,Plan de construction Module de triangulation par balayage Navy
87326,es,Plano de matriz de localización de escaneo de Armada
87326,zh,海军扫描定位阵列蓝图
87326,ja,海軍製スキャンピンポイントアレイ設計図
87325,ko,해군 정밀 스캔 장치
87325,es,Batería de adquisición de escaneo de Armada
87325,fr,Module d'acquisition par balayage Navy
87325,ru,Navy Scan Acquisition Array
87325,en,Navy Scan Acquisition Array
87325,de,Navy Scan Acquisition Array
87325,zh,海军扫描精准阵列
87325,ja,海軍製スキャン捕捉アレイ
87324,ko,해군 위치 탐지기
87324,es,Matriz de localización de escaneo de Armada
87324,fr,Module de triangulation par balayage Navy
87324,ru,Navy Scan Pinpointing Array
87324,en,Navy Scan Pinpointing Array
87324,de,Navy Scan Pinpointing Array
87324,zh,海军扫描定位阵列
87324,ja,海軍製スキャンピンポイントアレイ
87323,ko,해군 스캔 거리 측정기
87323,es,Matriz de telemetría de escaneo de Armada
87323,fr,Module de détection de portée par balayage Navy
87323,ru,Navy Scan Rangefinding Array
87323,en,Navy Scan Rangefinding Array
87323,de,Navy Scan Rangefinding Array
87323,zh,海军扫描测距阵列
87323,ja,海軍製スキャン距離測定アレイ
87316,fr,Booster de bouclier à distance QA
87316,es,Control de calidad de potenciador de escudo remoto
87316,ko,QA 원격 실드 부스터
87316,ru,QA Remote Shield Booster
87316,de,QA Remote Shield Booster
87316,en,QA Remote Shield Booster
87316,ja,QAリモートシールドブースター
87316,zh,QA 远程护盾回充增量器
87315,es,Control de calidad de transmisor de condensador
87315,ko,QA 캐패시터 전송기
87315,en,QA Capacitor Transmitter
87315,de,QA Capacitor Transmitter
87315,ru,QA Capacitor Transmitter
87315,ja,QAキャパシタトランスミッター
87315,zh,QA 电容传输装置
87315,fr,Transmetteur de capaciteur QA
87314,ko,드리프터 성운 환경
87314,de,Drifter Cloud Environment
87314,en,Drifter Cloud Environment
87314,ru,Drifter Cloud Environment
87314,es,Entorno de nubes drifters
87314,fr,Environnement de nuage drifter
87314,ja,ドリフターの雲環境
87314,zh,流浪者云环境
87309,ko,빈디케이터 '영광스러운 회고' SKIN
87309,es,SKIN de Bobina Resplandeciente para la Vindicator
87309,fr,"SKIN Vindicator, édition Spire resplendissante"
87309,de,Vindicator Resplendent Coil SKIN
87309,ru,Vindicator Resplendent Coil SKIN
87309,en,Vindicator Resplendent Coil SKIN
87309,ja,ビンディケイター用リスプレンデント・コイルSKIN
87309,zh,复仇者级辉煌线圈涂装
87308,ko,비질런트 '영광스러운 회고' SKIN
87308,es,SKIN de Bobina Resplandeciente para la Vigilant
87308,fr,"SKIN Vigilant, édition Spire resplendissante"
87308,de,Vigilant Resplendent Coil SKIN
87308,en,Vigilant Resplendent Coil SKIN
87308,ru,Vigilant Resplendent Coil SKIN
87308,ja,ヴィジラント用リスプレンデント・コイルSKIN
87308,zh,警惕级辉煌线圈涂装
87307,ru,Daredevil Resplendent Coil SKIN
87307,de,Daredevil Resplendent Coil SKIN
87307,en,Daredevil Resplendent Coil SKIN
87307,ko,데어데블 '영광스러운 회고' SKIN
87307,fr,"SKIN Daredevil, édition Spire resplendissante"
87307,es,SKIN de Bobina Resplandeciente para la Daredevil
87307,ja,デアデビル用リスプレンデント・コイルSKIN
87307,zh,夜魔侠级辉煌线圈涂装
87302,ko,관측소 습격 전송기
87302,es,Conducto de asalto de observatorio
87302,fr,Conduit d'assaut de l'observatoire
87302,de,Observatory Assault Conduit
87302,en,Observatory Assault Conduit
87302,ru,Observatory Assault Conduit
87302,ja,観測所アサルト導管
87302,zh,观测站袭击导管
87294,ko,드리프터 침공
87294,fr,Crise drifter
87294,es,Crisis de los Drifters
87294,de,Drifter Crisis
87294,en,Drifter Crisis
87294,ru,Drifter Crisis
87294,ja,ドリフター・クライシス
87294,zh,流浪者危机
87293,ko,영광스러운 회고
87293,es,Bobina Resplandeciente
87293,en,Resplendent Coil
87293,ru,Resplendent Coil
87293,de,Resplendent Coil
87293,fr,Spire resplendissante
87293,ja,リスプレンデント・コイル
87293,zh,辉煌线圈
87245,en,Response Karura
87244,en,Response Hubris
87243,en,Response Bane
87239,de,Magus Celestial Coalescence SKIN
87239,en,Magus Celestial Coalescence SKIN
87239,ko,마구스 '천체의 정렬' SKIN
87239,es,SKIN de Coalescencia Celestial para la Magus
87239,fr,"SKIN Magus, édition Coalescence Céleste"
87239,ru,Окраска Celestial Coalescence для Magus
87239,ja,メイガス用セレスチャル・コアレッセンスSKIN
87239,zh,占星级星际集结涂装
87238,ko,슬레이프니르 '천체의 정렬' SKIN
87238,es,SKIN de Coalescencia Celestial para la Sleipnir
87238,fr,"SKIN Sleipnir, édition Coalescence Céleste"
87238,de,Sleipnir Celestial Coalescence SKIN
87238,en,Sleipnir Celestial Coalescence SKIN
87238,ru,Окраска Celestial Coalescence для Sleipnir
87238,ja,スレイプニル用セレスチャル・コアレッセンスSKIN
87238,zh,斯雷普尼级星际集结涂装
87237,de,Rokh Celestial Coalescence SKIN
87237,en,Rokh Celestial Coalescence SKIN
87237,ko,로크 '천체의 정렬' SKIN
87237,es,SKIN de Coalescencia Celestial para la Rokh
87237,fr,"SKIN Rokh, édition Coalescence Céleste"
87237,ru,Окраска Celestial Coalescence для Rokh
87237,ja,ローク用セレスチャル・コアレッセンスSKIN
87237,zh,鹏鲲级星际集结涂装
87236,de,Astero Celestial Coalescence SKIN
87236,en,Astero Celestial Coalescence SKIN
87236,ko,아스테로 '천체의 정렬' SKIN
